Closest Location,Date,No. of Cases,precipIntensity,precipIntensityMax,precipIntensityMaxTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,humidity
Dhoby Ghaut,21/06/2019,13.0,0.0146,0.0681,1559865360,85.59,1559893860,79.59,1559937060,0.86
Dhoby Ghaut,24/05/2019,1.0,0.0057,0.0248,1557427500,91.5,1557465000,81.27,1557520140,0.79
Dhoby Ghaut,27/05/2019,1.0,0.0076,0.0312,1557694740,90.35,1557731400,80.48,1557776520,0.8
East Coast Parkway,02/07/2019,4.0,0.0173,0.062,1560815520,86.11,1560833820,80.03,1560887940,0.87
East Coast Parkway,04/01/2019,2.0,0.0154,0.0547,1545382560,89.24,1545368220,78.82,1545429540,0.85
East Coast Parkway,07/06/2019,10.0,0.0009,0.0028,1558677000,90.95,1558681140,80.91,1558728120,0.78
East Coast Parkway,10/06/2019,16.0,0.006,0.0306,1558969200,91.59,1558933380,81.45,1558984620,0.81
East Coast Parkway,14/06/2019,21.0,0.0145,0.0927,1559250000,89.15,1559279040,79.73,1559342580,0.82
East Coast Parkway,18/01/2019,2.0,0.0016,0.009,1546549740,90.39,1546585140,79.71,1546638540,0.76
East Coast Parkway,19/06/2019,18.0,0.006,0.0285,1559682060,90.35,1559710680,79.99,1559774520,0.81
East Coast Parkway,21/01/2019,2.0,0.0008,0.0025,1546851480,88.86,1546841100,79.87,1546891320,0.82
East Coast Parkway,21/06/2019,8.0,0.0146,0.0563,1559865360,85.88,1559893920,79.92,1559937060,0.86
East Coast Parkway,22/05/2019,1.0,0.0251,0.06,1557284820,88.33,1557305100,80.7,1557346800,0.84
East Coast Parkway,24/05/2019,1.0,0.0062,0.0288,1557428040,91.49,1557464880,81.7,1557519120,0.79
East Coast Parkway,25/01/2019,1.0,0.0003,0.0017,1547153520,88.91,1547183760,77.52,1547246700,0.81
East Coast Parkway,26/06/2019,12.0,0.0061,0.0386,1560268800,88.11,1560319920,82.1,1560365940,0.85
East Coast Parkway,27/05/2019,2.0,0.0065,0.0219,1557694740,90.55,1557723960,80.93,1557776580,0.8
East Coast Parkway,28/06/2019,4.0,0.0036,0.0193,1560460140,89.09,1560494700,81.4,1560545400,0.83
East Coast Parkway,29/01/2019,1.0,0.0026,0.0228,1547532000,88.75,1547534820,78.36,1547592240,0.8
Jurong (North),03/04/2019,1.0,0.0002,0.0006,1553078340,92.02,1553064960,77.63,1553117940,0.77
Jurong (North),04/01/2019,32.0,0.0095,0.0355,1545375900,89.82,1545368280,77.27,1545428640,0.86
Jurong (North),05/04/2019,3.0,0.0024,0.0076,1553202120,91.27,1553239020,77.77,1553290860,0.81
Jurong (North),07/01/2019,34.0,0.0006,0.0027,1545641580,89.83,1545634740,76.82,1545681300,0.8
Jurong (North),11/01/2019,37.0,0.0027,0.0109,1545987420,90.18,1545978960,77.35,1546036080,0.78
Jurong (North),14/01/2019,38.0,0.0113,0.047,1546249740,89.23,1546242480,77.14,1546286040,0.85
Jurong (North),18/01/2019,45.0,0.0023,0.0144,1546550460,91.17,1546584660,78.58,1546640580,0.77
Jurong (North),18/04/2019,1.0,0.0107,0.0744,1554357660,90.73,1554353400,77.27,1554408840,0.83
Jurong (North),21/01/2019,43.0,0.0019,0.0074,1546851360,88.77,1546843140,78.85,1546891140,0.84
Jurong (North),23/04/2019,1.0,0.0142,0.07,1554796740,91.25,1554786060,78.0,1554842700,0.84
Jurong (North),25/01/2019,7.0,0.0003,0.0014,1547153940,89.45,1547183400,75.6,1547246400,0.81
Jurong (North),28/01/2019,6.0,0.0175,0.0749,1547445600,87.78,1547439360,75.73,1547505660,0.86
Jurong (North),29/01/2019,4.0,0.0039,0.034,1547532000,88.99,1547535480,76.47,1547592720,0.82
Kent Ridge,03/06/2019,3.0,0.0001,0.0003,1558349280,90.35,1558328100,80.71,1558381680,0.8
Khatib,04/01/2019,2.0,0.0132,0.0491,1545375720,88.84,1545367200,76.89,1545428880,0.88
Khatib,06/05/2019,2.0,0.0158,0.0418,1555922100,90.82,1555907700,78.82,1555964880,0.82
Khatib,07/01/2019,3.0,0.0012,0.005,1545641580,89.84,1545632580,76.44,1545688440,0.81
Khatib,07/06/2019,3.0,0.0014,0.0096,1558677540,92.08,1558683660,79.33,1558725960,0.8
Khatib,09/04/2019,2.0,0.0041,0.0087,1553611260,91.6,1553586240,77.25,1553637480,0.8
Khatib,10/05/2019,5.0,0.0494,0.1185,1556270400,87.6,1556252940,77.13,1556308140,0.87
Khatib,10/06/2019,4.0,0.0092,0.0465,1558947540,92.01,1558933200,79.45,1558987380,0.83
Khatib,11/01/2019,8.0,0.0052,0.0235,1545987060,90.45,1545980340,76.7,1546037040,0.78
Khatib,12/04/2019,3.0,0.0058,0.0385,1553847300,90.65,1553842020,78.01,1553896680,0.83
Khatib,13/05/2019,5.0,0.006,0.0246,1556535420,92.98,1556523600,79.47,1556567820,0.83
Khatib,14/01/2019,10.0,0.0101,0.0407,1546247460,88.87,1546239540,76.6,1546293780,0.85
Khatib,14/06/2019,4.0,0.0151,0.056,1559250060,88.94,1559276460,78.51,1559333400,0.85
Khatib,16/04/2019,5.0,0.0149,0.0399,1554196320,90.25,1554184560,75.39,1554249060,0.83
Khatib,17/05/2019,3.0,0.0063,0.0439,1556874060,93.25,1556858760,80.18,1556913240,0.83
Khatib,18/01/2019,17.0,0.0013,0.0054,1546550100,91.36,1546585680,77.83,1546640160,0.75
Khatib,18/04/2019,5.0,0.0123,0.0678,1554357840,90.37,1554352200,77.17,1554408060,0.83
Khatib,19/06/2019,11.0,0.0064,0.0142,1559735820,89.5,1559708700,78.75,1559775000,0.85
Khatib,21/01/2019,19.0,0.0011,0.0045,1546851060,88.93,1546846080,78.49,1546890600,0.83
Khatib,21/06/2019,11.0,0.0083,0.0404,1559865480,86.06,1559891520,77.76,1559937480,0.89
Khatib,23/04/2019,3.0,0.0123,0.0559,1554796920,91.28,1554785820,78.16,1554840720,0.84
Khatib,25/01/2019,26.0,0.0002,0.0009,1547153760,89.17,1547182920,75.21,1547246040,0.81
Khatib,26/04/2019,5.0,0.004,0.0106,1555038840,92.0,1555053660,78.81,1555106400,0.82
Khatib,26/06/2019,2.0,0.0029,0.0172,1560268800,88.96,1560324300,81.01,1560365340,0.87
Khatib,28/01/2019,29.0,0.019,0.0766,1547445660,86.99,1547438460,75.6,1547505720,0.87
Khatib,29/01/2019,20.0,0.0041,0.0366,1547531940,89.93,1547536980,76.71,1547592840,0.82
Khatib,29/04/2019,5.0,0.0044,0.0395,1555308000,93.27,1555314300,79.49,1555358280,0.81
Lim Chu Kang,03/06/2019,1.0,0.0002,0.0006,1558347360,91.06,1558338420,78.93,1558382160,0.83
Marina Barrage,03/06/2019,15.0,0.0001,0.0003,1558348200,90.18,1558327860,82.42,1558381920,0.8
Marine Parade,02/07/2019,15.0,0.0196,0.0488,1560812160,84.98,1560829560,80.25,1560887460,0.88
Marine Parade,03/04/2019,1.0,0.0002,0.0025,1553094000,91.82,1553058780,78.91,1553118480,0.76
Marine Parade,03/05/2019,11.0,0.0103,0.0541,1555685880,92.43,1555650420,80.63,1555705740,0.77
Marine Parade,03/06/2019,43.0,0.0002,0.0005,1558344840,90.69,1558328220,81.03,1558381860,0.8
Marine Parade,04/01/2019,3.0,0.0144,0.0519,1545382560,89.36,1545368280,78.54,1545429600,0.85
Marine Parade,05/04/2019,2.0,0.0025,0.0117,1553234460,91.13,1553236860,78.89,1553293320,0.8
Marine Parade,06/05/2019,10.0,0.0157,0.0401,1555934040,91.32,1555907940,80.27,1555964040,0.8
Marine Parade,07/01/2019,3.0,0.0006,0.0038,1545663600,89.42,1545632460,77.96,1545681900,0.79
Marine Parade,07/06/2019,173.0,0.0009,0.003,1558644660,91.0,1558680960,80.51,1558728060,0.78
Marine Parade,09/04/2019,2.0,0.0051,0.0116,1553549460,91.4,1553580060,79.31,1553639340,0.8
Marine Parade,10/05/2019,32.0,0.0418,0.0859,1556264760,87.74,1556253180,79.15,1556307720,0.85
Marine Parade,10/06/2019,193.0,0.0062,0.0312,1558969200,91.58,1558933500,81.13,1558984980,0.81
Marine Parade,12/04/2019,3.0,0.0042,0.0234,1553849520,89.84,1553837880,79.49,1553898840,0.82
Marine Parade,13/05/2019,37.0,0.0037,0.0155,1556536500,92.72,1556520720,81.14,1556567760,0.81
Marine Parade,14/01/2019,6.0,0.0091,0.0369,1546247580,87.96,1546232580,78.06,1546291320,0.84
Marine Parade,14/06/2019,234.0,0.0144,0.0917,1559250060,89.15,1559279100,79.51,1559342580,0.82
Marine Parade,16/04/2019,3.0,0.0129,0.0489,1554142920,90.12,1554182280,76.66,1554249600,0.79
Marine Parade,17/05/2019,42.0,0.0046,0.0242,1556874060,92.69,1556859600,81.93,1556913180,0.79
Marine Parade,18/01/2019,8.0,0.0017,0.0102,1546549860,90.43,1546584840,79.43,1546640580,0.76
Marine Parade,18/04/2019,3.0,0.0079,0.0438,1554357780,90.78,1554353940,78.66,1554408720,0.81
Marine Parade,19/06/2019,296.0,0.0057,0.0286,1559682060,90.37,1559710680,79.65,1559774580,0.81
Marine Parade,21/01/2019,9.0,0.0009,0.0032,1546851480,88.86,1546841340,79.54,1546891380,0.82
Marine Parade,21/06/2019,247.0,0.0146,0.0603,1559865360,85.83,1559893800,79.79,1559937120,0.86
Marine Parade,22/05/2019,50.0,0.0236,0.0558,1557284820,88.42,1557304980,80.46,1557347040,0.84
Marine Parade,24/05/2019,57.0,0.006,0.0275,1557427980,91.54,1557464940,81.49,1557519480,0.79
Marine Parade,25/01/2019,8.0,0.0003,0.0016,1547153580,88.97,1547183760,77.19,1547246760,0.81
Marine Parade,26/04/2019,4.0,0.0035,0.0097,1555013100,90.92,1555054200,80.61,1555099800,0.8
Marine Parade,26/06/2019,18.0,0.0058,0.0354,1560268800,88.02,1560319920,82.01,1560365820,0.85
Marine Parade,27/05/2019,57.0,0.0068,0.0251,1557694740,90.53,1557730800,80.65,1557776580,0.8
Marine Parade,28/01/2019,8.0,0.0192,0.0652,1547445660,87.45,1547439780,77.05,1547505660,0.84
Marine Parade,28/06/2019,17.0,0.0036,0.0206,1560460140,89.1,1560494700,81.15,1560545100,0.84
Marine Parade,29/04/2019,2.0,0.0018,0.0158,1555308000,92.48,1555310280,80.22,1555358160,0.79
Newton,03/06/2019,13.0,0.0001,0.0004,1558345560,90.56,1558328160,80.67,1558381860,0.8
Newton,10/06/2019,2.0,0.0069,0.0329,1558969200,91.43,1558933500,80.62,1558986000,0.81
Newton,14/06/2019,4.0,0.0143,0.0866,1559250060,88.99,1559278980,79.4,1559342460,0.83
Newton,19/06/2019,2.0,0.0052,0.0272,1559682000,90.11,1559710440,79.21,1559774760,0.81
Newton,25/01/2019,3.0,0.0002,0.0013,1547153700,88.85,1547183520,76.58,1547246460,0.81
Newton,26/06/2019,3.0,0.0049,0.0318,1560297600,87.87,1560324060,81.79,1560365640,0.85
Newton,28/01/2019,2.0,0.0186,0.0696,1547445600,87.44,1547439360,76.53,1547505660,0.85
Newton,29/01/2019,3.0,0.0032,0.0275,1547532000,88.52,1547535120,77.42,1547592480,0.81
Nicoll Highway,02/07/2019,1.0,0.0164,0.0626,1560815580,86.2,1560833940,79.92,1560889980,0.87
Nicoll Highway,03/04/2019,2.0,0.0002,0.0019,1553094000,91.91,1553058900,78.71,1553118420,0.77
Nicoll Highway,03/05/2019,2.0,0.0099,0.0558,1555685940,92.49,1555650420,80.53,1555706340,0.77
Nicoll Highway,03/06/2019,41.0,0.0001,0.0005,1558345080,90.72,1558328220,81.0,1558381860,0.8
Nicoll Highway,05/04/2019,1.0,0.0024,0.0099,1553234460,91.14,1553236860,78.7,1553293320,0.8
Nicoll Highway,06/05/2019,3.0,0.0164,0.0468,1555934040,91.21,1555908120,80.21,1555964160,0.8
Nicoll Highway,07/06/2019,127.0,0.0009,0.0035,1558644660,91.13,1558681020,80.3,1558727880,0.79
Nicoll Highway,10/05/2019,10.0,0.0399,0.082,1556264820,88.18,1556253060,79.05,1556307780,0.85
Nicoll Highway,10/06/2019,132.0,0.0065,0.0321,1558969200,91.68,1558933560,81.01,1558985820,0.81
Nicoll Highway,13/05/2019,13.0,0.0032,0.0134,1556536740,92.77,1556520960,81.07,1556567760,0.81
Nicoll Highway,14/06/2019,150.0,0.0143,0.0897,1559250060,89.17,1559279100,79.55,1559342520,0.83
Nicoll Highway,17/05/2019,19.0,0.0042,0.0212,1556874060,92.81,1556859600,81.9,1556913180,0.79
Nicoll Highway,19/06/2019,152.0,0.0054,0.0282,1559682000,90.38,1559710560,79.49,1559774700,0.81
Nicoll Highway,21/06/2019,68.0,0.0145,0.0648,1559865360,85.79,1559893800,79.75,1559937120,0.86
Nicoll Highway,22/05/2019,17.0,0.0214,0.0496,1557284820,88.56,1557304920,80.45,1557347220,0.84
Nicoll Highway,24/05/2019,31.0,0.0058,0.0257,1557427740,91.62,1557465000,81.44,1557519840,0.79
Nicoll Highway,27/05/2019,32.0,0.0073,0.0287,1557694740,90.55,1557731520,80.68,1557776580,0.8
Nicoll Highway,28/01/2019,2.0,0.0189,0.0675,1547445660,87.56,1547439420,76.9,1547505660,0.85
Nicoll Highway,28/06/2019,1.0,0.0024,0.0111,1560460140,89.23,1560494400,81.25,1560541500,0.84
Nicoll Highway,29/01/2019,1.0,0.003,0.0257,1547532000,88.8,1547535000,77.76,1547592420,0.81
Pasir Panjang,03/06/2019,1.0,0.0001,0.0002,1558349820,90.53,1558327980,81.67,1558381500,0.8
Pasir Panjang,04/01/2019,3.0,0.0101,0.041,1545382800,89.59,1545368460,78.67,1545429240,0.85
Pasir Panjang,07/01/2019,4.0,0.0003,0.0027,1545663600,89.36,1545636600,78.11,1545681180,0.79
Pasir Panjang,07/06/2019,3.0,0.0009,0.0049,1558644780,91.21,1558681080,80.39,1558727520,0.79
Pasir Panjang,11/01/2019,9.0,0.0024,0.0098,1545998880,89.92,1545982620,78.6,1546036800,0.78
Pasir Panjang,14/01/2019,11.0,0.0108,0.0444,1546250100,88.49,1546242660,78.49,1546285260,0.84
Pasir Panjang,18/01/2019,12.0,0.0026,0.0168,1546550280,90.39,1546584720,79.9,1546641180,0.77
Pasir Panjang,19/06/2019,2.0,0.0045,0.0308,1559682000,89.45,1559710200,79.63,1559775000,0.81
Pasir Panjang,21/01/2019,12.0,0.0017,0.006,1546851600,88.75,1546843200,79.89,1546891740,0.83
Pasir Panjang,21/06/2019,3.0,0.0158,0.0828,1559865360,85.35,1559894460,80.31,1559936880,0.85
Pasir Panjang,25/01/2019,6.0,0.0002,0.0012,1547153820,89.14,1547188980,77.11,1547246340,0.81
Pasir Panjang,28/01/2019,19.0,0.0181,0.0718,1547445540,87.64,1547439300,77.19,1547505660,0.85
Pasir Panjang,29/01/2019,21.0,0.0032,0.0278,1547532000,88.72,1547534940,77.9,1547592480,0.81
Pasir Ris (Central),02/07/2019,55.0,0.0188,0.0516,1560812640,84.35,1560830520,79.85,1560887520,0.88
Pasir Ris (Central),03/05/2019,2.0,0.0151,0.0557,1555665540,92.41,1555649340,80.13,1555710960,0.78
Pasir Ris (Central),03/06/2019,12.0,0.0003,0.0013,1558344660,91.07,1558328340,80.34,1558382160,0.8
Pasir Ris (Central),04/01/2019,4.0,0.0159,0.0586,1545382080,89.01,1545366360,77.8,1545429960,0.85
Pasir Ris (Central),05/04/2019,1.0,0.0036,0.0216,1553234460,91.37,1553231400,78.7,1553291520,0.79
Pasir Ris (Central),06/05/2019,2.0,0.0147,0.0327,1555913760,91.68,1555905600,79.6,1555963320,0.8
Pasir Ris (Central),07/01/2019,3.0,0.0012,0.0043,1545663480,89.87,1545631260,77.38,1545683760,0.8
Pasir Ris (Central),07/06/2019,108.0,0.001,0.0045,1558677420,91.61,1558680300,80.47,1558728780,0.77
Pasir Ris (Central),09/04/2019,1.0,0.0035,0.0104,1553550720,91.76,1553580120,79.04,1553640000,0.79
Pasir Ris (Central),10/05/2019,3.0,0.0504,0.1079,1556265960,84.63,1556253900,78.04,1556308020,0.88
Pasir Ris (Central),10/06/2019,121.0,0.0076,0.0343,1558947540,91.96,1558933260,81.09,1558983720,0.81
Pasir Ris (Central),12/04/2019,1.0,0.0052,0.0305,1553848800,90.59,1553841840,78.82,1553899800,0.81
Pasir Ris (Central),13/05/2019,4.0,0.0073,0.0324,1556535780,92.74,1556514360,80.45,1556568120,0.81
Pasir Ris (Central),14/01/2019,2.0,0.0089,0.0322,1546246860,88.14,1546232400,77.14,1546296300,0.85
Pasir Ris (Central),14/06/2019,158.0,0.0155,0.0821,1559250000,89.66,1559278620,79.05,1559342280,0.82
Pasir Ris (Central),17/05/2019,4.0,0.0078,0.0514,1556874120,92.33,1556859360,81.25,1556913300,0.81
Pasir Ris (Central),18/01/2019,10.0,0.0014,0.0057,1546581600,90.79,1546587660,78.95,1546637520,0.75
Pasir Ris (Central),19/06/2019,179.0,0.0079,0.021,1559735760,90.14,1559710620,79.81,1559771880,0.82
Pasir Ris (Central),21/01/2019,10.0,0.0006,0.0017,1546851180,89.14,1546838160,79.21,1546891080,0.81
Pasir Ris (Central),21/06/2019,196.0,0.0123,0.0462,1559865420,85.4,1559894280,78.86,1559937300,0.88
Pasir Ris (Central),22/05/2019,2.0,0.0197,0.0482,1557284640,87.98,1557302820,79.8,1557345900,0.85
Pasir Ris (Central),24/05/2019,2.0,0.0055,0.0256,1557427500,91.89,1557464520,80.95,1557518520,0.78
Pasir Ris (Central),25/01/2019,10.0,0.0003,0.0017,1547153580,89.11,1547183160,76.6,1547246880,0.8
Pasir Ris (Central),26/06/2019,68.0,0.0053,0.036,1560268800,88.01,1560319500,81.58,1560366900,0.86
Pasir Ris (Central),27/05/2019,3.0,0.0073,0.0307,1557737340,91.02,1557723360,80.08,1557776760,0.81
Pasir Ris (Central),28/01/2019,10.0,0.0206,0.0712,1547445660,87.03,1547441700,76.65,1547505660,0.84
Pasir Ris (Central),28/06/2019,27.0,0.0027,0.0108,1560460020,89.47,1560488580,81.21,1560541680,0.83
Punggol,02/07/2019,21.0,0.0164,0.0769,1560815820,85.66,1560827040,79.16,1560888180,0.88
Punggol,03/06/2019,2.0,0.0003,0.0014,1558344840,90.64,1558328340,79.5,1558382280,0.81
Punggol,07/06/2019,10.0,0.0011,0.0064,1558677540,91.89,1558683300,79.98,1558728900,0.78
Punggol,10/06/2019,6.0,0.0085,0.0407,1558947540,91.88,1558933620,80.38,1558986540,0.82
Punggol,11/01/2019,3.0,0.0064,0.0251,1545986820,90.17,1545974220,77.29,1546036860,0.78
Punggol,14/01/2019,5.0,0.0095,0.0347,1546247040,88.03,1546235100,76.85,1546293900,0.85
Punggol,14/06/2019,14.0,0.0155,0.0715,1559250060,89.19,1559277840,78.68,1559342160,0.84
Punggol,17/05/2019,2.0,0.0078,0.0525,1556874120,92.89,1556859000,80.71,1556913300,0.82
Punggol,18/01/2019,2.0,0.0014,0.0058,1546581600,91.07,1546584720,78.38,1546638900,0.75
Punggol,19/06/2019,11.0,0.0076,0.0198,1559735760,89.64,1559710140,79.32,1559774160,0.84
Punggol,21/01/2019,2.0,0.0008,0.0027,1546851120,88.91,1546838400,78.91,1546890960,0.82
Punggol,21/06/2019,4.0,0.0106,0.0441,1559865480,86.21,1559892060,78.43,1559937480,0.88
Punggol,22/05/2019,2.0,0.0153,0.0386,1557284580,88.21,1557303780,79.28,1557347100,0.85
Punggol,24/05/2019,3.0,0.0052,0.0229,1557426840,91.61,1557471900,80.42,1557518700,0.79
Punggol,26/06/2019,11.0,0.0042,0.0282,1560268800,88.64,1560319860,81.26,1560365580,0.86
Punggol,27/05/2019,3.0,0.008,0.0367,1557737400,91.03,1557723480,79.69,1557776880,0.82
Punggol,28/06/2019,11.0,0.0039,0.0226,1560459960,89.86,1560494880,79.93,1560546720,0.84
Queenstown,03/06/2019,4.0,0.0001,0.0003,1558349220,90.43,1558328100,80.74,1558381740,0.8
Queenstown,04/01/2019,1.0,0.0102,0.0399,1545382620,89.32,1545368280,77.85,1545428940,0.85
Queenstown,07/01/2019,2.0,0.0004,0.0027,1545663600,89.03,1545634620,77.22,1545681120,0.79
Queenstown,11/01/2019,4.0,0.0026,0.0094,1545998880,89.53,1545982560,77.82,1546036440,0.78
Queenstown,14/01/2019,2.0,0.0109,0.0446,1546249740,88.41,1546242540,77.63,1546285620,0.84
Queenstown,18/01/2019,5.0,0.0025,0.0157,1546550280,90.26,1546584660,79.05,1546640820,0.77
Queenstown,21/01/2019,5.0,0.0017,0.0061,1546851540,88.36,1546842360,78.95,1546891260,0.83
Queenstown,25/01/2019,7.0,0.0002,0.0011,1547153880,88.73,1547183700,76.32,1547246280,0.81
Queenstown,28/01/2019,7.0,0.0181,0.0728,1547445540,87.46,1547439420,76.37,1547505660,0.85
Queenstown,29/01/2019,5.0,0.0034,0.0295,1547532000,88.34,1547535060,77.12,1547592480,0.81
Sentosa Island,07/06/2019,2.0,0.0008,0.0048,1558644780,90.66,1558681140,80.48,1558727400,0.78
Sentosa Island,14/06/2019,5.0,0.0139,0.1017,1559250060,88.85,1559285460,80.01,1559342640,0.81
Simei,02/07/2019,17.0,0.0174,0.0663,1560815640,85.55,1560833820,79.56,1560887700,0.87
Simei,03/05/2019,8.0,0.0131,0.0459,1555665480,92.49,1555649940,80.44,1555710720,0.77
Simei,03/06/2019,53.0,0.0002,0.001,1558344660,90.87,1558328280,80.68,1558381980,0.8
Simei,04/01/2019,49.0,0.0161,0.0581,1545382320,88.99,1545367440,78.23,1545429840,0.85
Simei,06/05/2019,8.0,0.0146,0.0276,1555913520,91.52,1555906260,79.94,1555963500,0.8
Simei,07/01/2019,33.0,0.001,0.0043,1545663600,89.56,1545631500,77.7,1545683700,0.79
Simei,07/06/2019,64.0,0.0009,0.0035,1558677240,91.15,1558680360,80.65,1558728600,0.77
Simei,10/05/2019,16.0,0.0479,0.1004,1556265300,85.75,1556253900,78.59,1556307840,0.87
Simei,10/06/2019,69.0,0.0068,0.0312,1558969200,91.64,1558933320,81.18,1558983600,0.8
Simei,11/01/2019,52.0,0.0053,0.0182,1545986880,89.76,1545975060,78.17,1546030920,0.78
Simei,13/05/2019,8.0,0.006,0.0262,1556535960,92.88,1556514360,80.8,1556568000,0.81
Simei,14/01/2019,82.0,0.0086,0.0331,1546246980,88.02,1546232400,77.51,1546296180,0.85
Simei,14/06/2019,85.0,0.0151,0.088,1559250000,89.38,1559278920,79.24,1559342400,0.82
Simei,17/05/2019,18.0,0.0066,0.0411,1556874120,92.36,1556859600,81.57,1556913240,0.8
Simei,18/01/2019,101.0,0.0014,0.0064,1546549560,90.46,1546587240,79.21,1546637880,0.75
Simei,19/06/2019,94.0,0.0071,0.0245,1559682060,90.2,1559710740,79.9,1559773500,0.82
Simei,21/01/2019,103.0,0.0006,0.0017,1546851360,88.96,1546838700,79.36,1546891200,0.81
Simei,21/06/2019,138.0,0.0135,0.0493,1559865360,85.54,1559894160,79.28,1559937180,0.87
Simei,22/05/2019,17.0,0.0231,0.0563,1557284760,88.0,1557303240,80.12,1557346020,0.84
Simei,23/04/2019,2.0,0.0114,0.0381,1554797940,90.81,1554786480,79.82,1554842820,0.81
Simei,24/05/2019,8.0,0.0059,0.0278,1557427860,91.72,1557464640,81.22,1557518700,0.78
Simei,25/01/2019,116.0,0.0003,0.0017,1547153520,88.91,1547183280,77.0,1547246880,0.8
Simei,26/04/2019,3.0,0.0037,0.0107,1555013100,91.2,1555045620,80.0,1555099260,0.8
Simei,26/06/2019,48.0,0.0058,0.039,1560268800,88.0,1560319560,81.73,1560366420,0.85
Simei,27/05/2019,11.0,0.0067,0.0243,1557737460,90.77,1557723660,80.33,1557776640,0.81
Simei,28/01/2019,102.0,0.0202,0.0667,1547445720,87.1,1547441400,76.94,1547505660,0.84
Simei,28/06/2019,42.0,0.0027,0.0099,1560460140,89.14,1560488940,81.31,1560541680,0.83
Simei,29/01/2019,114.0,0.0027,0.0242,1547532000,88.93,1547537880,78.0,1547584440,0.8
Simei,29/04/2019,3.0,0.0017,0.0152,1555308000,92.81,1555308840,80.33,1555358100,0.79
Somerset (Road),02/07/2019,4.0,0.0159,0.0629,1560815580,86.08,1560833940,79.7,1560890580,0.87
Somerset (Road),03/06/2019,1.0,0.0001,0.0004,1558346760,90.5,1558328160,80.77,1558381800,0.8
Somerset (Road),07/06/2019,2.0,0.001,0.0038,1558644720,90.88,1558681020,79.89,1558727700,0.79
Somerset (Road),10/06/2019,4.0,0.0067,0.0329,1558969200,91.35,1558933560,80.65,1558986000,0.81
Somerset (Road),14/06/2019,8.0,0.0143,0.0884,1559250060,88.94,1559279100,79.44,1559342460,0.82
Somerset (Road),19/06/2019,6.0,0.0051,0.0281,1559682000,90.11,1559710440,79.22,1559774760,0.81
Somerset (Road),21/06/2019,6.0,0.0145,0.0688,1559865360,85.52,1559893860,79.5,1559937060,0.86
Somerset (Road),25/01/2019,3.0,0.0002,0.0013,1547153700,88.79,1547183580,76.65,1547246400,0.81
Somerset (Road),26/06/2019,2.0,0.005,0.033,1560297600,87.79,1560324240,81.82,1560365400,0.85
Somerset (Road),28/01/2019,3.0,0.0186,0.0693,1547445600,87.43,1547439360,76.61,1547505660,0.85
Somerset (Road),28/06/2019,2.0,0.0038,0.0239,1560460080,88.9,1560494820,80.77,1560544860,0.84
Somerset (Road),29/01/2019,3.0,0.0031,0.0271,1547532000,88.44,1547535060,77.45,1547592420,0.81
Tanjong Katong,02/07/2019,40.0,0.017,0.0625,1560815580,86.1,1560833880,79.88,1560888180,0.87
Tanjong Katong,03/04/2019,1.0,0.0002,0.0025,1553094000,91.83,1553058780,78.94,1553118540,0.76
Tanjong Katong,03/05/2019,1.0,0.0106,0.0529,1555685880,92.44,1555650360,80.62,1555705500,0.77
Tanjong Katong,03/06/2019,23.0,0.0002,0.0006,1558344780,90.72,1558328280,80.98,1558381860,0.8
Tanjong Katong,05/04/2019,2.0,0.0026,0.0124,1553234460,91.14,1553236860,78.92,1553293320,0.8
Tanjong Katong,06/05/2019,1.0,0.0155,0.0378,1555934040,91.35,1555907820,80.24,1555963980,0.8
Tanjong Katong,07/01/2019,1.0,0.0007,0.0039,1545663600,89.44,1545632340,77.98,1545682020,0.79
Tanjong Katong,07/06/2019,128.0,0.0009,0.0029,1558677120,91.01,1558680900,80.54,1558728120,0.78
Tanjong Katong,09/04/2019,3.0,0.0049,0.0115,1553549580,91.42,1553579880,79.32,1553639340,0.79
Tanjong Katong,10/05/2019,6.0,0.0426,0.0878,1556264820,87.52,1556253240,79.1,1556307720,0.86
Tanjong Katong,10/06/2019,127.0,0.0062,0.0311,1558969200,91.58,1558933500,81.13,1558984440,0.8
Tanjong Katong,12/04/2019,3.0,0.0042,0.0234,1553849460,89.85,1553839740,79.5,1553898660,0.82
Tanjong Katong,13/05/2019,9.0,0.0039,0.0167,1556536440,92.72,1556520660,81.12,1556567760,0.81
Tanjong Katong,14/06/2019,166.0,0.0145,0.0913,1559250060,89.17,1559279100,79.48,1559342520,0.82
Tanjong Katong,16/04/2019,5.0,0.0133,0.0489,1554142980,90.18,1554182280,76.6,1554249600,0.79
Tanjong Katong,17/05/2019,19.0,0.0048,0.026,1556874060,92.67,1556859600,81.89,1556913180,0.79
Tanjong Katong,18/04/2019,6.0,0.0079,0.0426,1554357780,90.76,1554353940,78.65,1554408660,0.81
Tanjong Katong,19/06/2019,178.0,0.0058,0.0281,1559682060,90.37,1559710740,79.7,1559774460,0.81
Tanjong Katong,21/06/2019,189.0,0.0145,0.0585,1559865360,85.86,1559893800,79.76,1559937120,0.86
Tanjong Katong,22/05/2019,18.0,0.0238,0.0565,1557284820,88.39,1557304920,80.43,1557346980,0.84
Tanjong Katong,24/05/2019,19.0,0.006,0.0277,1557427980,91.56,1557464940,81.46,1557519300,0.79
