Location,No. of Cases,Date,Latitude,Longtitude,Closest Location,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu ang Avenue 4 (Blk 464),1,10/06/2019,1.3768676,103.7358405,Choa Chu Kang (Central),0,0,0,0,—,—,—,—,—
Choa Chu ang Avenue 5 (Blk 476B),1,10/06/2019,1.3770204,103.7377197,Choa Chu Kang (Central),0,0,0,0,—,—,—,—,—
Circuit Road (Blk 37),1,10/06/2019,1.3281280,103.8867599,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Circuit Road (Blk 65),1,10/06/2019,1.3274300,103.8872582,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Circuit Road (Blk 49),1,10/06/2019,1.3252436,103.8857179,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Circuit Road (Blk 50),1,10/06/2019,1.3249509,103.8857179,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Delta Avenue (Blk 2),1,10/06/2019,1.2917730,103.8280113,Somerset (Road),3.2,3.2,3.2,3.2,—,—,—,—,—
Delta Avenue (Blk 4),1,10/06/2019,1.2918537,103.8266527,Somerset (Road),3.2,3.2,3.2,3.2,—,—,—,—,—
rankel Terrace,1,10/06/2019,1.3188968,103.9143763,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Jalan Kembangan (The Trumps),1,10/06/2019,1.3200572,103.9134471,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Hooper Road,2,10/06/2019,1.3115677,103.8435575,Newton,4.2,4,4,4,28.9,32.5,27.5,8.3,32.4
Jalan Angin Laut,2,10/06/2019,1.3369845,103.9550660,Simei,0,0,0,0,—,—,—,—,—
Jalan Bukit Ho Swee (Blk 32),1,10/06/2019,1.2875293,103.8284641,Somerset (Road),3.2,3.2,3.2,3.2,—,—,—,—,—
Jalan Bukit Ho Swee (Blk 34),1,10/06/2019,1.2881222,103.8270150,Somerset (Road),3.2,3.2,3.2,3.2,—,—,—,—,—
Jalan Sedap,2,10/06/2019,1.3003147,103.8964319,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 98),1,10/06/2019,1.3391629,103.8483235,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Blk 105),1,10/06/2019,1.3404101,103.8490957,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 1 Toa Payoh (Oleander Towers),1,10/06/2019,1.3332034,103.8439982,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 2 Toa Payoh (Blk 147),1,10/06/2019,1.3343684,103.8450852,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 40 Geylang (The Sunny Spring),2,10/06/2019,1.3125611,103.8895007,Marine Parade,1.2,0.8,0.8,1,—,—,—,—,—
Lorong 7 Toa Payoh (Blk 1),1,10/06/2019,1.3393380,103.8533780,Toa Payoh,0,0,0,0,—,—,—,—,—
Lorong 8 Toa Payoh (Blk 212),1,10/06/2019,1.3406524,103.8542845,Toa Payoh,0,0,0,0,—,—,—,—,—
orong Melayu (Palmera East),1,10/06/2019,1.3210080,103.9101733,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Lorong Marzuki,1,10/06/2019,1.3224195,103.9089218,Chai Chee,0.2,0.2,0.2,0.2,—,—,—,—,—
Mackenzie Road (Mackenzie Regency),1,10/06/2019,1.3045775,103.8496894,Dhoby Ghaut,0.4,0.4,0.4,0.4,—,—,—,—,—
Mount Emily Road (Parc Emily),1,10/06/2019,1.3043618,103.8487680,Dhoby Ghaut,0.4,0.4,0.4,0.4,—,—,—,—,—
asir Ris Grove (D'Nest),1,10/06/2019,1.3703790,103.9465634,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
asir Ris Grove (The Palette),1,10/06/2019,1.3700253,103.9448248,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 11 (Blk(140),1,10/06/2019,1.3638290,103.9592226,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 12 (Blk 188),1,10/06/2019,1.3654582,103.9591999,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Pasir Ris Street 21 (Blk 229),1,10/06/2019,1.3727474,103.9617610,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Rivervale Street (Blk 132),1,10/06/2019,1.3900720,103.9035120,Punggol,0,0,0,0,—,—,—,—,—
Rivervale Street (Blk 139),1,10/06/2019,1.3889460,103.9043110,Punggol,0,0,0,0,—,—,—,—,—
Serangoon Road,1,10/06/2019,1.3165046,103.8591509,Whampoa,0,0,0,0,—,—,—,—,—
Saint Michael's Road (One St. Michael's),1,10/06/2019,1.3246567,103.8651947,Whampoa,0,0,0,0,—,—,—,—,—
Tampines Street 43 (Blk 494E),1,10/06/2019,1.3616218,103.9513266,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Tampines Street 45 (Blk 491G),1,10/06/2019,1.3634132,103.9544145,Pasir Ris (Central),0,0,0,0,—,—,—,—,—
Towner Road (Blk 101),1,10/06/2019,1.3193077,103.8609838,Whampoa,0,0,0,0,—,—,—,—,—
Towner Road (Blk 105),1,10/06/2019,1.3205548,103.8610741,Whampoa,0,0,0,0,—,—,—,—,—
Vernon Park,2,10/06/2019,1.3388380,103.8763884,Toa Payoh,0,0,0,0,—,—,—,—,—
Yishun Avenue 9 (Blk 317C),1,10/06/2019,1.4337237,103.8430470,Yishun,—,—,—,—,—,—,—,—,—
Yishun Avenue 9 (Nine Residences),1,10/06/2019,1.4328059,103.8412999,Yishun,—,—,—,—,—,—,—,—,—
Woodlands Avenue 6 (Blk 718),1,14/06/2019,1.4416521,103.8010688,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 719),1,14/06/2019,1.4417480,103.8003126,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 720),1,14/06/2019,1.4423311,103.8009329,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 724),1,14/06/2019,1.4444802,103.7986441,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 725),1,14/06/2019,1.4448954,103.7988955,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 762),1,14/06/2019,1.4460504,103.7961337,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 788),13,14/06/2019,1.4432995,103.8017480,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 789),4,14/06/2019,1.4434424,103.8023818,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 790),13,14/06/2019,1.4429263,103.8027441,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 791),5,14/06/2019,1.4427646,103.8021781,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 792),4,14/06/2019,1.4422141,103.8021781,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Avenue 6 (Blk 793),4,14/06/2019,1.4422651,103.8028346,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 721),2,14/06/2019,1.4440056,103.8003444,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 726),11,14/06/2019,1.4441204,103.7995747,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 727),4,14/06/2019,1.4436794,103.7996652,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 728),2,14/06/2019,1.4429412,103.7989657,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 729),2,14/06/2019,1.4425116,103.7985786,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 731),2,14/06/2019,1.4428848,103.7975825,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 732),3,14/06/2019,1.4433208,103.7983069,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 733),4,14/06/2019,1.4436850,103.7987597,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 735),1,14/06/2019,1.4434015,103.7971298,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 738),1,14/06/2019,1.4442067,103.7974920,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 744),1,14/06/2019,1.4429641,103.7956929,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 766),1,14/06/2019,1.4461911,103.7971298,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Circle (Blk 767),2,14/06/2019,1.4462623,103.7974920,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 777),1,14/06/2019,1.4480107,103.7996652,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 780F),1,14/06/2019,1.4483150,103.8009103,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 787B),6,14/06/2019,1.4442589,103.8009330,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 787C),3,14/06/2019,1.4448456,103.8010235,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 787D),6,14/06/2019,1.4454474,103.8016348,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 787E),6,14/06/2019,1.4448377,103.8022913,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 788B),1,14/06/2019,1.4438901,103.8012046,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 788C),3,14/06/2019,1.4438487,103.8019743,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 788D),9,14/06/2019,1.4439563,103.8023818,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Crescent (Blk 788E),7,14/06/2019,1.4444696,103.8024724,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 40 (Blk 701),2,14/06/2019,1.4417932,103.7960431,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 60 (Blk 769),2,14/06/2019,1.4469886,103.7987597,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 60 (Blk 770),2,14/06/2019,1.4466226,103.7985786,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 60 (Blk 772),1,14/06/2019,1.4472307,103.7981937,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 60 (Blk 773),1,14/06/2019,1.4474178,103.7976052,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 60 (Blk 786B),3,14/06/2019,1.4455999,103.8007292,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 60 (Blk 786C),1,14/06/2019,1.4458899,103.8013178,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 60 (Blk 786D),1,14/06/2019,1.4467543,103.8010235,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 70 (Blk 715),1,14/06/2019,1.4421561,103.7996879,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 70 (Blk 716),1,14/06/2019,1.4415010,103.7997736,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 70 (Blk 717),1,14/06/2019,1.4409093,103.7995067,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 72 (Blk 794),12,14/06/2019,1.4426282,103.8034685,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 72 (Blk 795),2,14/06/2019,1.4429185,103.8040118,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 72 (Blk 796),20,14/06/2019,1.4431443,103.8031063,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 72 (Blk 797),13,14/06/2019,1.4436587,103.8030157,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Woodlands Drive 72 (Blk 798),19,14/06/2019,1.4437287,103.8035591,Admiralty,0.8,0.4,0.6,0.8,29.3,33.2,26.7,6.5,27
Geylang Road,11,14/06/2019,1.3200544,103.8917746,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Guillemard Road,9,14/06/2019,1.3112603,103.8856910,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 4 Geylang,5,14/06/2019,1.3099766,103.8760568,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 6 Geylang,19,14/06/2019,1.3103297,103.8766646,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 7 Geylang,2,14/06/2019,1.3125935,103.8758157,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 8 Geylang,11,14/06/2019,1.3104433,103.8772100,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 9 Geylang,2,14/06/2019,1.3124177,103.8765323,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 10 Geylang,1,14/06/2019,1.3119747,103.8775633,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 12 Geylang,5,14/06/2019,1.3111065,103.8783633,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 13 Geylang,8,14/06/2019,1.3131134,103.8775546,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 14 Geylang,18,14/06/2019,1.3112980,103.8791603,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 15 Geylang,1,14/06/2019,1.3128214,103.8783737,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 16 Geylang,15,14/06/2019,1.3112478,103.8799103,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 17 Geylang,2,14/06/2019,1.3140200,103.8786145,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 18 Geylang,3,14/06/2019,1.3112728,103.8807187,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 19 Geylang,6,14/06/2019,1.3141101,103.8791277,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Lorong 20 Geylang,13,14/06/2019,1.3113580,103.8813418,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 23 Geylang,9,14/06/2019,1.3151388,103.8813018,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Sims Avenue,9,14/06/2019,1.3160559,103.8878110,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Westerhout Road,10,14/06/2019,1.3110379,103.8807385,Nicoll Highway,0.4,0.2,0.2,0.4,—,—,—,—,—
Jalan Lembah Thomson,14,14/06/2019,1.3526332,103.8326536,Upper Thomson,0.6,0.4,0.6,0.6,—,—,—,—,—
Jalan Pelatina,18,14/06/2019,1.3509368,103.8346689,Ang Mo Kio,0.8,0.4,0.6,0.8,29.3,33,26.6,9,28.1
Soo Chow Drive,1,14/06/2019,1.3538658,103.8312326,Upper Thomson,0.6,0.4,0.6,0.6,—,—,—,—,—
Soo Chow Garden Road,1,14/06/2019,1.3538658,103.8312326,Upper Thomson,0.6,0.4,0.6,0.6,—,—,—,—,—
oo Chow Rise,1,14/06/2019,1.3534350,103.8308094,Upper Thomson,0.6,0.4,0.6,0.6,—,—,—,—,—
Soo Chow View,1,14/06/2019,1.3530022,103.8303861,Upper Thomson,0.6,0.4,0.6,0.6,—,—,—,—,—
oo Chow Way,3,14/06/2019,1.3530581,103.8320706,Upper Thomson,0.6,0.4,0.6,0.6,—,—,—,—,—
aman Permata,50,14/06/2019,1.3512836,103.8339997,Ang Mo Kio,0.8,0.4,0.6,0.8,29.3,33,26.6,9,28.1
homson Ridge,28,14/06/2019,1.3518422,103.8336427,Ang Mo Kio,0.8,0.4,0.6,0.8,29.3,33,26.6,9,28.1
Upper Thomson Road (Lakeview),9,14/06/2019,1.3487043,103.8348496,Ang Mo Kio,0.8,0.4,0.6,0.8,29.3,33,26.6,9,28.1
Chai Chee Avenue (Blk 29),1,14/06/2019,1.3248768,103.9242327,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Avenue (Blk 29A),3,14/06/2019,1.3248058,103.9238701,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Avenue (Blk 32),2,14/06/2019,1.3237706,103.9249492,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Drive (Blk 55),54,14/06/2019,1.3271729,103.9193384,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Drive (Blk 56),17,14/06/2019,1.3263640,103.9200635,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Drive (Blk 58),3,14/06/2019,1.3257797,103.9198822,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Lane,2,14/06/2019,1.3294496,103.9177884,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road,1,14/06/2019,1.3245243,103.9230534,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 2),3,14/06/2019,1.3269352,103.9225106,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 19),3,14/06/2019,1.3275221,103.9222387,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 20),1,14/06/2019,1.3264680,103.9227142,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 21),2,14/06/2019,1.3258220,103.9222289,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 24),1,14/06/2019,1.3248867,103.9225106,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 25),1,14/06/2019,1.3238010,103.9241597,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 27),3,14/06/2019,1.3242967,103.9234118,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 59),3,14/06/2019,1.3248997,103.9202448,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 61),6,14/06/2019,1.3251171,103.9206073,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 62),2,14/06/2019,1.3254793,103.9212417,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 63),6,14/06/2019,1.3261372,103.9213324,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 803),1,14/06/2019,1.3241751,103.9227090,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 804),1,14/06/2019,1.3245967,103.9220574,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 805),4,14/06/2019,1.3245266,103.9215136,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Road (Blk 808C),1,14/06/2019,1.3270006,103.9238701,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Chai Chee Street,1,14/06/2019,1.3284350,103.9226395,Chai Chee,17.8,15.4,17.2,17.2,—,—,—,—,—
Pasir Ris Drive 3 (Eastvale Condominium),8,14/06/2019,1.3744295,103.9535383,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 4 (Blk 478),1,14/06/2019,1.3747301,103.9587576,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 4 (Blk 480),1,14/06/2019,1.3748399,103.9592831,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 4 (Blk 481),1,14/06/2019,1.3741016,103.9587919,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 405),3,14/06/2019,1.3738094,103.9555963,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 406),1,14/06/2019,1.3738602,103.9553886,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 408),3,14/06/2019,1.3732354,103.9536018,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 409),3,14/06/2019,1.3729387,103.9542364,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 411),5,14/06/2019,1.3725538,103.9543044,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 412),2,14/06/2019,1.3734465,103.9550523,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 413),3,14/06/2019,1.3728579,103.9555056,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 414),1,14/06/2019,1.3722523,103.9563124,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 415),2,14/06/2019,1.3718465,103.9562535,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 416),4,14/06/2019,1.3716851,103.9556869,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 417),1,14/06/2019,1.3719791,103.9555056,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 418),4,14/06/2019,1.3718396,103.9543271,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 419),1,14/06/2019,1.3714713,103.9546897,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 420),4,14/06/2019,1.3716194,103.9544177,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 421),3,14/06/2019,1.3711051,103.9546897,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 423),2,14/06/2019,1.3699334,103.9546897,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 467),5,14/06/2019,1.3735463,103.9567295,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 468),8,14/06/2019,1.3739096,103.9567346,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 469),4,14/06/2019,1.3735613,103.9574548,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 470),4,14/06/2019,1.3738156,103.9574212,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 472),1,14/06/2019,1.3741653,103.9573188,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 473),2,14/06/2019,1.3745315,103.9573188,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 474),3,14/06/2019,1.3752661,103.9569561,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Pasir Ris Drive 6 (Blk 476),1,14/06/2019,1.3752438,103.9582605,Pasir Ris (Central),4.2,3.6,3.6,3.6,—,—,—,—,—
Aljunied Road,3,14/06/2019,1.3223031,103.8814376,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Geylang Road,9,14/06/2019,1.3200544,103.8917746,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Guillemard Road,7,14/06/2019,1.3112603,103.8856910,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Jalan Molek,4,14/06/2019,1.3115211,103.8833665,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Jalan Suka,5,14/06/2019,1.3122073,103.8833391,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 22 Geylang,6,14/06/2019,1.3115181,103.8822222,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 24 Geylang,4,14/06/2019,1.3122073,103.8833391,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 25 Geylang,1,14/06/2019,1.3144854,103.8824746,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 25A Geylang,2,14/06/2019,1.3151740,103.8830873,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 26 Geylang,8,14/06/2019,1.3121097,103.8848676,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 27 Geylang,1,14/06/2019,1.3149187,103.8837220,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 27A Geylang,3,14/06/2019,1.3149892,103.8848435,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 28 Geylang,8,14/06/2019,1.3121200,103.8855967,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 29 Geylang,3,14/06/2019,1.3141795,103.8856631,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 30 Geylang,4,14/06/2019,1.3127090,103.8863383,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 31 Geylang,3,14/06/2019,1.3150221,103.8868858,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 32 Geylang,6,14/06/2019,1.3119278,103.8870177,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 33 Geylang,2,14/06/2019,1.3152493,103.8877557,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Lorong 34 Geylang,4,14/06/2019,1.3131745,103.8878343,Marine Parade,26.4,19.8,26,26,—,—,—,—,—
Changi Road,1,14/06/2019,1.3182725,103.9085841,Tanjong Katong,5.2,4.4,4.6,4.6,—,—,—,—,—
